id_category;title;description;image;total_interest;total_post;total_like;total_trivia;flag;status;date_created;date_updated;id_category_up;private;group;latitude;location;id_owner;fun;subscribe_fcm;lat;lng;country
98;Gym Clubs; Salles de sport;https://hobbies.fboys.app/upload/assets/categs/gymClub.jpg;6;0;0;0;1;1;09/03/2022 13:00;24/03/2022 14:03;0;0;0;;;8;0;;0.0;0.0;FR
99;Voyage;Voyager;https://hobbies.fboys.app/upload/assets/categs/travel.jpg;48;5;0;0;1;1;09/03/2022 13:04;24/03/2022 10:39;0;0;0;;;9;0;;0.0;0.0;FR
100;Travail;Groupes au travail;https://hobbies.fboys.app/upload/assets/categs/work.jpg;6;0;0;0;1;1;09/03/2022 13:12;09/03/2022 13:12;0;0;0;;;8;0;;0.0;0.0;FR
101;Loisirs;Divertissements.;https://hobbies.fboys.app/upload/assets/categs/entertainement.jpg;7;0;0;0;1;1;09/03/2022 13:16;24/03/2022 14:21;0;0;0;;;8;0;;0.0;0.0;FR
102;Wellness;Bien-être;https://hobbies.fboys.app/upload/assets/categs/wellness.PNG;5;0;0;0;1;1;09/03/2022 13:23;10/04/2022 10:26;0;0;0;;;8;0;;0.0;0.0;FR
103;Milieu;Le milieu;https://hobbies.fboys.app/upload/assets/categs/meetup.jpg;9;2;0;0;1;1;09/03/2022 13:24;23/03/2022 16:07;0;0;0;;;8;1;;0.0;0.0;FR
109;Musicals;Comédies musicales;https://hobbies.fboys.app/upload/assets/categs/musicals.png;2;0;0;0;1;1;09/03/2022 14:36;09/03/2022 14:36;101;0;1;;;8;0;;0.0;0.0;FR
110;Sauna;Sauna;https://hobbies.fboys.app/upload/assets/categs/sauna.jpg;20;0;0;0;1;1;09/03/2022 14:38;09/03/2022 14:38;103;0;1;;;8;1;;0.0;0.0;FR
111;Cinéma;Cinéma;https://hobbies.fboys.app/upload/assets/categs/cinema.jpg;3;0;0;0;1;1;09/03/2022 14:41;09/03/2022 14:41;101;0;1;;;8;0;;0.0;0.0;FR
112;Ballet;Ballet;https://hobbies.fboys.app/upload/assets/categs/ballet.png;6;1;0;0;1;1;09/03/2022 14:42;23/05/2022 16:10;101;0;1;;;8;0;;0.0;0.0;FR
113;Opéra;Opéra;https://hobbies.fboys.app/upload/assets/categs/opera.jpg;1;0;0;0;1;1;09/03/2022 14:43;23/05/2022 16:17;101;0;1;;;8;0;;0.0;0.0;FR
114;Cercles Forme 3è;Cercles de la Forme Paris Beauboug;https://hobbies.fboys.app/upload/post/7_20220309144944_4188.jpg;5;0;0;0;1;1;09/03/2022 14:50;23/03/2022 12:06;98;1;1;48.87555666666667,2.34201;Paris FR;344;0;;48.87339833;2.41198333;FR
117;Sports;Sports;https://hobbies.fboys.app/upload/assets/categs/sport.PNG;18;4;0;0;1;1;09/03/2022 22:44;23/05/2022 15:50;0;0;0;;;8;0;;0.0;0.0;FR
118;Divers;Autres groupes;https://hobbies.fboys.app/upload/assets/categs/buzz.jpg;2;0;0;0;1;1;09/03/2022 22:47;23/03/2022 12:05;0;0;0;;;8;0;;0.0;0.0;FR
119;Associations;Associations, militantisme et droits;https://hobbies.fboys.app/upload/assets/categs/associations.webp;3;0;0;0;1;1;09/03/2022 22:58;26/03/2022 11:38;0;0;0;;;8;0;;0.0;0.0;FR
120;Clubbing;Clubbing;https://hobbies.fboys.app/upload/assets/categs/clubbing.jpg;17;1;0;0;1;1;09/03/2022 23:31;23/03/2022 13:30;103;0;1;;;8;0;;0.0;0.0;FR
121;Bars;Prendre un verre.;https://hobbies.fboys.app/upload/assets/categs/bar.jpg;6;0;0;0;1;1;09/03/2022 23:33;23/03/2022 10:06;103;0;1;;;8;0;;0.0;0.0;FR
122;Concerts;Concerts de musique;https://hobbies.fboys.app/upload/assets/categs/concerts.jpg;9;3;0;0;1;1;09/03/2022 23:36;01/04/2022 15:11;101;0;1;;;8;0;;0.0;0.0;FR
123;Restos;Manger dehors;https://hobbies.fboys.app/upload/assets/categs/eat.jpg;5;1;0;0;1;1;09/03/2022 23:38;25/06/2022 10:53;101;0;1;;;8;0;;0.0;0.0;FR
124;Geek;Geek;https://hobbies.fboys.app/upload/assets/categs/geek.jpg;8;0;0;0;1;1;09/03/2022 23:39;09/03/2022 23:39;100;0;1;;;8;0;;0.0;0.0;FR
125;Poz;Positive;https://hobbies.fboys.app/upload/assets/categs/poz.jpg;3;0;0;0;1;1;09/03/2022 23:41;09/03/2022 23:41;119;0;1;;;8;0;;0.0;0.0;FR
127;Handicap;Handicap;https://hobbies.fboys.app/upload/assets/categs/handicap.jpg;3;1;0;0;1;1;09/03/2022 23:51;24/04/2022 22:32;119;0;1;;;8;0;;0.0;0.0;FR
129;Méditation;Méditation;https://hobbies.fboys.app/upload/assets/categs/meditation.jpg;4;1;0;0;1;1;10/03/2022 00:03;24/06/2022 14:23;102;0;1;;;8;0;;0.0;0.0;FR
